priority,classification,file_path,slug,category,publication_date,body_word_count,title,reason,source_status,cannibalization_status,recommended_action
"","B","src/articles/india/bjp-mla-payal-shankar-slams-telangana-govt-over-fee-dues-land-disputes.md","bjp-mla-payal-shankar-slams-telangana-govt-over-fee-dues-land-disputes","India","2026-09-11T17:43:30.000Z",104,"BJP MLA Payal Shankar slams Telangana govt over fee dues, land disputes","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/bjps-nitin-nabin-calls-for-nationwide-ashirvaad-ka-diya-on-pm-modis-birthday.md","bjps-nitin-nabin-calls-for-nationwide-ashirvaad-ka-diya-on-pm-modis-birthday","India","2026-09-15T02:30:30.000Z",121,"BJP’s Nitin Nabin Calls for Nationwide ‘Ashirvaad Ka Diya’ on PM Modi’s Birthday","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/borders-and-belonging.md","borders-and-belonging","India","2026-08-30T12:52:33.000Z",138,"Filmmaker Gurvinder Singh on 'Rehmat' and his enduring ties to Punjab","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/canada-sees-cepa-talks-with-india-wrapping-up-by-yearend-trade-minister-says.md","canada-sees-cepa-talks-with-india-wrapping-up-by-yearend-trade-minister-says","India","2026-09-19T23:30:27.000Z",50,"Canada sees CEPA talks with India wrapping up by year‑end, trade minister says","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/china-expels-pla-commander-who-led-troops-against-india-in-doklam-galwan.md","china-expels-pla-commander-who-led-troops-against-india-in-doklam-galwan","India","2026-08-29T20:52:34.000Z",124,"China strips former Western Theatre chief Zhao Zongqi of Party membership","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/cjp-founder-dipke-urges-maharashtra-to-engage-jarange-warns-against-forceful-action.md","cjp-founder-dipke-urges-maharashtra-to-engage-jarange-warns-against-forceful-action","India","2026-09-11T21:03:03.000Z",91,"CJP founder Dipke urges Maharashtra to engage Jarange, warns against forceful action","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/coca-cola-india-launches-festive-season-beverage-drive-to-reach-consumers.md","coca-cola-india-launches-festive-season-beverage-drive-to-reach-consumers","India","2026-09-21T18:30:26.000Z",82,"Coca-Cola India Launches Festive-Season Beverage Drive to Reach Consumers","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","C","src/articles/india/colombo-security-conclave-wraps-three-day-tabletop-drill-at-visakhapatnam-naval-base.md","colombo-security-conclave-wraps-three-day-tabletop-drill-at-visakhapatnam-naval-base","India","2026-09-13T10:10:07.000Z",42,"Colombo Security Conclave Wraps Three-Day Tabletop Drill at Visakhapatnam Naval Base","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/complex-social-challenges-demand-multisector-collaboration-pratham-shows.md","complex-social-challenges-demand-multisector-collaboration-pratham-shows","India","2026-09-17T21:30:33.000Z",95,"Complex Social Challenges Demand Multi‑Sector Collaboration, Pratham Shows","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/congress-and-bjp-clash-over-brics-summit-declarations-diplomatic-impact.md","congress-and-bjp-clash-over-brics-summit-declarations-diplomatic-impact","India","2026-09-13T18:30:26.000Z",54,"Congress and BJP Clash Over BRICS Summit Declaration's Diplomatic Impact","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/congress-mulls-response-after-nsui-loses-all-dusu-central-seats.md","congress-mulls-response-after-nsui-loses-all-dusu-central-seats","India","2026-09-21T21:30:29.000Z",59,"Congress Mulls Response After NSUI Loses All DUSU Central Seats","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/congresss-udit-raj-urges-indiachina-talks-on-aksai-chin-ladakh-arunachal-and-trade.md","congresss-udit-raj-urges-indiachina-talks-on-aksai-chin-ladakh-arunachal-and-trade","India","2026-09-13T00:10:14.000Z",146,"Congress’s Udit Raj urges India‑China talks on Aksai Chin, Ladakh, Arunachal and trade","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/deeptech-draws-574-million-in-2026-capturing-84-of-indias-vc-capital.md","deeptech-draws-574-million-in-2026-capturing-84-of-indias-vc-capital","India","2026-09-14T12:30:29.000Z",80,"Deeptech draws $574 million in 2026, capturing 84% of India's VC capital","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/delhi-govt-to-inaugurate-slew-of-civic-infra-projects-during-pm-modis-birthday-celebr.md","delhi-govt-to-inaugurate-slew-of-civic-infra-projects-during-pm-modis-birthday-celebr","India","2026-08-30T14:36:12.000Z",148,"Delhi govt to inaugurate dozens of civic projects on PM Modi’s birthday","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/delhi-high-court-threatens-to-freeze-dusu-results-over-campus-violence-summons-du-pol.md","delhi-high-court-threatens-to-freeze-dusu-results-over-campus-violence-summons-du-pol","India","2026-09-18T15:30:30.000Z",97,"Delhi High Court threatens to freeze DUSU results over campus violence, summons DU, police","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/delhis-roll-revision-omits-4757-lakh-voters-karnataka-elite-flagged-for-verification.md","delhis-roll-revision-omits-4757-lakh-voters-karnataka-elite-flagged-for-verification","India","2026-09-11T23:10:05.000Z",119,"Delhi’s Roll Revision Omits 47.57 Lakh Voters; Karnataka Elite Flagged for Verification","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/dhruv-vikram-steps-into-stunt-double-role-for-mythris-jackie-no-retakes-allowed.md","dhruv-vikram-steps-into-stunt-double-role-for-mythris-jackie-no-retakes-allowed","India","2026-09-19T18:30:27.000Z",143,"Dhruv Vikram steps into stunt double role for Mythri’s ‘Jackie – No Retakes Allowed’","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/digitalisation-boosts-indian-welfare-transfers-raises-exclusion-concerns-study-finds.md","digitalisation-boosts-indian-welfare-transfers-raises-exclusion-concerns-study-finds","India","2026-09-15T16:30:33.000Z",80,"Digitalisation Boosts Indian Welfare Transfers, Raises Exclusion Concerns, Study Finds","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/dotasra-accuses-bjp-of-fencing-independents-following-sikar-civic-polls.md","dotasra-accuses-bjp-of-fencing-independents-following-sikar-civic-polls","India","2026-09-13T05:10:19.000Z",100,"Dotasra Accuses BJP of Fencing Independents Following Sikar Civic Polls","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/dragon-fruit-surges-in-indian-kitchens-offering-lowcalorie-fibrerich-nutrition.md","dragon-fruit-surges-in-indian-kitchens-offering-lowcalorie-fibrerich-nutrition","India","2026-09-18T21:30:31.000Z",95,"Dragon fruit surges in Indian kitchens, offering low‑calorie, fibre‑rich nutrition","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/ed-raid-recovers-gold-watches-harish-rawat-steps-down-from-congress-posts.md","ed-raid-recovers-gold-watches-harish-rawat-steps-down-from-congress-posts","India","2026-09-13T11:10:07.000Z",65,"ED raid recovers gold, watches; Harish Rawat steps down from Congress posts","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/ed-says-rs-1413160-cr-asset-recovery-wont-shield-vijay-mallya-from-moneylaundering-ca.md","ed-says-rs-1413160-cr-asset-recovery-wont-shield-vijay-mallya-from-moneylaundering-ca","India","2026-09-12T02:10:09.000Z",123,"ED says Rs 14,131.60 cr asset recovery won’t shield Vijay Mallya from money‑laundering case","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/ed-sheeran-labels-gaza-conflict-catastrophic-and-unjustifiable-at-philadelphia-show.md","ed-sheeran-labels-gaza-conflict-catastrophic-and-unjustifiable-at-philadelphia-show","India","2026-09-20T23:30:26.000Z",52,"Ed Sheeran Labels Gaza Conflict ‘Catastrophic and Unjustifiable’ at Philadelphia Show","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/epstein-files-doj-risks-contempt-as-todd-blanche-cites-wrong-law-in-federal-register.md","epstein-files-doj-risks-contempt-as-todd-blanche-cites-wrong-law-in-federal-register","India","2026-08-29T09:39:10.000Z",148,"DOJ Faces Contempt Risk After Mis‑citing Law in Epstein Files Filing","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/exbengaluru-resident-cites-traffic-hard-water-bad-roads-yet-misses-one-thing-about-th.md","exbengaluru-resident-cites-traffic-hard-water-bad-roads-yet-misses-one-thing-about-th","India","2026-09-21T01:30:27.000Z",63,"Ex‑Bengaluru resident cites traffic, hard water, bad roads, yet misses one thing about the city","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/filatex-india-surges-125-to-record-high-on-strong-volume-eyes-100-target.md","filatex-india-surges-125-to-record-high-on-strong-volume-eyes-100-target","India","2026-09-13T22:30:27.000Z",109,"Filatex India surges 12.5% to record high on strong volume, eyes 100 target","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/final-fight-for-maratha-quota-manoj-jarange-begins-11th-hunger-strike-rejects-govts-k.md","final-fight-for-maratha-quota-manoj-jarange-begins-11th-hunger-strike-rejects-govts-k","India","2026-08-29T19:52:33.000Z",140,"Manoj Jarange launches 11th hunger strike, rejects govt's Kunbi certificate claim on Maratha quota","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/five-baby-orangutans-found-in-odisha-forest-highlight-growing-wildlife-trafficking.md","five-baby-orangutans-found-in-odisha-forest-highlight-growing-wildlife-trafficking","India","2026-09-16T13:30:30.000Z",95,"Five Baby Orangutans Found in Odisha Forest Highlight Growing Wildlife Trafficking","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/five-everyday-foods-packed-with-vitamin-b12-one-likely-already-in-your-fridge.md","five-everyday-foods-packed-with-vitamin-b12-one-likely-already-in-your-fridge","India","2026-09-16T23:30:26.000Z",114,"Five Everyday Foods Packed with Vitamin B12, One Likely Already in Your Fridge","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/forgotten-trailblazers-sulochana-and-pramilas-pioneering-bollywood-legacy.md","forgotten-trailblazers-sulochana-and-pramilas-pioneering-bollywood-legacy","India","2026-09-18T09:30:26.000Z",51,"Forgotten Trailblazers: Sulochana and Pramila’s Pioneering Bollywood Legacy","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/ganesh-chaturthi-sparks-debate-over-elephant-faced-deity-worship.md","ganesh-chaturthi-sparks-debate-over-elephant-faced-deity-worship","India","2026-09-14T13:30:27.000Z",79,"Ganesh Chaturthi Sparks Debate Over Elephant-Faced Deity Worship","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/gangster-kala-jathedi-returns-to-tihar-jail-after-sonipat-parole.md","gangster-kala-jathedi-returns-to-tihar-jail-after-sonipat-parole","India","2026-09-21T15:31:21.000Z",63,"Gangster Kala Jathedi Returns to Tihar Jail After Sonipat Parole","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/haiwaan-opens-to-tepid-response-nets-3-crore-on-day-one-despite-star-cast.md","haiwaan-opens-to-tepid-response-nets-3-crore-on-day-one-despite-star-cast","India","2026-09-13T16:10:07.000Z",47,"Haiwaan opens to tepid response, nets ₹3 crore on day one despite star cast","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/hammer-unveils-wave-2-20w-rms-tws-speaker-with-dual-66mm-drivers-rgb-light-bluetooth.md","hammer-unveils-wave-2-20w-rms-tws-speaker-with-dual-66mm-drivers-rgb-light-bluetooth","India","2026-09-16T15:30:25.000Z",77,"HAMMER Unveils Wave 2: 20W RMS TWS Speaker with Dual 66mm Drivers, RGB Light, Bluetooth 6.0","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/hindi-diwas-in-mandi-showcases-student-talent-and-languages-growing-digital-role.md","hindi-diwas-in-mandi-showcases-student-talent-and-languages-growing-digital-role","India","2026-09-15T01:30:26.000Z",101,"Hindi Diwas in Mandi Showcases Student Talent and Language’s Growing Digital Role","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/hockey-india-announces-50-lakh-cash-award-for-womens-hockey-team-on-historic-5th-plac.md","hockey-india-announces-50-lakh-cash-award-for-womens-hockey-team-on-historic-5th-plac","India","2026-08-29T10:18:43.000Z",113,"Hockey India grants ₹50 lakh to women’s team for historic World Cup fifth‑place finish","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/hyderabad-man-defrauded-of-rs-35-crore-in-extended-dating-app-scam.md","hyderabad-man-defrauded-of-rs-35-crore-in-extended-dating-app-scam","India","2026-09-13T08:10:07.000Z",54,"Hyderabad Man Defrauded of Rs 3.5 Crore in Extended Dating App Scam","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/hyderabad-swelters-as-monsoon-heat-spikes-power-demand-past-4000mw.md","hyderabad-swelters-as-monsoon-heat-spikes-power-demand-past-4000mw","India","2026-09-18T16:30:25.000Z",141,"Hyderabad swelters as monsoon heat spikes power demand past 4,000MW","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/imd-flags-deep-depression-likely-over-bay-of-bengal-odisha-alert-issued.md","imd-flags-deep-depression-likely-over-bay-of-bengal-odisha-alert-issued","India","2026-09-21T16:32:30.000Z",63,"IMD Flags Deep Depression Likely Over Bay of Bengal, Odisha Alert Issued","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/india-accelerates-into-highgrowth-phase-of-global-electric-vehicle-market.md","india-accelerates-into-highgrowth-phase-of-global-electric-vehicle-market","India","2026-09-20T17:30:30.000Z",69,"India Accelerates Into High‑Growth Phase of Global Electric Vehicle Market","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/india/india-launches-18th-brics-summit-at-new-delhis-bharat-mandapam-on-sept-12.md","india-launches-18th-brics-summit-at-new-delhis-bharat-mandapam-on-sept-12","India","2026-09-12T14:10:14.000Z",89,"India Launches 18th BRICS Summit at New Delhi’s Bharat Mandapam on Sept 12","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/india-leads-swedish-business-climate-survey-tops-40-global-markets.md","india-leads-swedish-business-climate-survey-tops-40-global-markets","India","2026-09-19T17:30:27.000Z",85,"India Leads Swedish Business Climate Survey, Tops 40+ Global Markets","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/india-lifts-2000-upi-fee-exemption-reopens-mdr-for-select-merchants.md","india-lifts-2000-upi-fee-exemption-reopens-mdr-for-select-merchants","India","2026-09-15T06:30:26.000Z",86,"India lifts ₹2,000 UPI fee exemption, reopens MDR for select merchants","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/india-news-relief-as-stranded-maharashtra-citizens-return-from-flood-hit-nepal-expres.md","india-news-relief-as-stranded-maharashtra-citizens-return-from-flood-hit-nepal-expres","India","2026-08-29T12:39:08.000Z",118,"Maharashtra Citizens Rescued from Nepal Floods Praise State and Centre for Swift Action","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"P1","A","src/articles/india/india-pushes-for-shared-brics-satellite-network-at-2026-summit.md","india-pushes-for-shared-brics-satellite-network-at-2026-summit","India","2026-09-13T17:30:25.000Z",58,"India pushes for shared BRICS satellite network at 2026 summit","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/india/india-renegotiates-mauritius-singapore-cyprus-treaties-to-reclaim-capital-gains-tax.md","india-renegotiates-mauritius-singapore-cyprus-treaties-to-reclaim-capital-gains-tax","India","2026-09-16T21:30:27.000Z",96,"India renegotiates Mauritius, Singapore, Cyprus treaties to reclaim capital gains tax","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/india/india-u-19-defeats-australia-by-7-runs-in-rain-affected-thriller-at-rajkot.md","india-u-19-defeats-australia-by-7-runs-in-rain-affected-thriller-at-rajkot","India","2026-09-19T05:30:40.000Z",79,"India U-19 Defeats Australia by 7 Runs in Rain-Affected Thriller at Rajkot","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/india-us-yudh-abhyas-2026-kicks-off-with-joint-drills-and-indigenous-rampur-hounds.md","india-us-yudh-abhyas-2026-kicks-off-with-joint-drills-and-indigenous-rampur-hounds","India","2026-09-22T00:30:27.000Z",105,"India-US Yudh Abhyas 2026 Kicks Off with Joint Drills and Indigenous Rampur Hounds","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/india/indian-origin-anila-baby-arrested-in-california-for-murders-of-two-malayali-friends.md","indian-origin-anila-baby-arrested-in-california-for-murders-of-two-malayali-friends","India","2026-09-12T23:10:08.000Z",38,"Indian-origin Anila Baby arrested in California for murders of two Malayali friends","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/indian-parents-turn-to-vedic-scriptures-for-distinctive-baby-boy-names.md","indian-parents-turn-to-vedic-scriptures-for-distinctive-baby-boy-names","India","2026-09-18T01:30:34.000Z",97,"Indian Parents Turn to Vedic Scriptures for Distinctive Baby Boy Names","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/indias-fighter-jet-engine-quest-stalls-after-four-decades.md","indias-fighter-jet-engine-quest-stalls-after-four-decades","India","2026-09-18T04:30:28.000Z",59,"India’s Fighter Jet Engine Quest Stalls After Four Decades","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/indias-stateowned-refineries-face-supply-uncertainty-amid-middle-east-disruptions.md","indias-stateowned-refineries-face-supply-uncertainty-amid-middle-east-disruptions","India","2026-09-17T15:30:28.000Z",90,"India’s State‑Owned Refineries Face Supply Uncertainty Amid Middle East Disruptions","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/isl-appoints-karan-yadav-as-ceo-ushering-in-clubled-governance-model.md","isl-appoints-karan-yadav-as-ceo-ushering-in-clubled-governance-model","India","2026-09-21T19:30:31.000Z",58,"ISL appoints Karan Yadav as CEO, ushering in club‑led governance model","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/joint-meeting-with-hamali-unions-soon-on-wage-hike.md","joint-meeting-with-hamali-unions-soon-on-wage-hike","India","2026-08-29T09:36:33.000Z",107,"Hamali Unions to Meet Government Over Rs 28‑to‑Rs 40 Wage Hike Demand","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/karnataka-cm-pushes-lidar-survey-to-map-western-ghats-opposes-kasturirangan-esa-draft.md","karnataka-cm-pushes-lidar-survey-to-map-western-ghats-opposes-kasturirangan-esa-draft","India","2026-09-22T02:30:36.000Z",100,"Karnataka CM pushes LiDAR survey to map Western Ghats, opposes Kasturirangan ESA draft","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/karnataka-high-court-sda-recruitment-2026-deadline-hits-today-20-posts-open.md","karnataka-high-court-sda-recruitment-2026-deadline-hits-today-20-posts-open","India","2026-09-11T21:10:08.000Z",97,"Karnataka High Court SDA Recruitment 2026 Deadline Hits Today, 20 Posts Open","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/karnataka-man-rides-twowheeler-with-six-kids-five-in-metal-basket-video-sparks-outrag.md","karnataka-man-rides-twowheeler-with-six-kids-five-in-metal-basket-video-sparks-outrag","India","2026-09-22T04:30:24.000Z",61,"Karnataka Man Rides Two‑Wheeler with Six Kids, Five in Metal Basket, Video Sparks Outrage","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/karnataka-sit-raids-ten-sites-in-six-states-over-dodderi-fake-drug-ring.md","karnataka-sit-raids-ten-sites-in-six-states-over-dodderi-fake-drug-ring","India","2026-09-12T00:10:17.000Z",88,"Karnataka SIT raids ten sites in six states over Dodderi fake drug ring","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/keerthy-suresh-flaunts-tamilkerala-pride-at-tiff-2026-highlighting-south-indian-grand.md","keerthy-suresh-flaunts-tamilkerala-pride-at-tiff-2026-highlighting-south-indian-grand","India","2026-09-16T12:30:27.000Z",72,"Keerthy Suresh Flaunts Tamil‑Kerala Pride at TIFF 2026, Highlighting South Indian Grandeur","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/maharashtra-exam-date-shift-upends-careers-marriages-finances.md","maharashtra-exam-date-shift-upends-careers-marriages-finances","India","2026-09-11T22:10:05.000Z",88,"Maharashtra Exam Date Shift Upends Careers, Marriages, Finances","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/maharashtra-fda-suspends-olympia-coffee-house-licence-over-hygiene-violations.md","maharashtra-fda-suspends-olympia-coffee-house-licence-over-hygiene-violations","India","2026-09-18T07:30:39.000Z",52,"Maharashtra FDA Suspends Olympia Coffee House Licence Over Hygiene Violations","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/mahindra-to-unveil-facelifted-thar-suv-tomorrow-sep-22-2026.md","mahindra-to-unveil-facelifted-thar-suv-tomorrow-sep-22-2026","India","2026-09-21T14:30:53.000Z",70,"Mahindra to Unveil Facelifted Thar SUV Tomorrow, Sep 22, 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/india/malaysia-pm-anwar-ibrahim-sings-kishore-kumar-classic-at-delhi-brics-gala.md","malaysia-pm-anwar-ibrahim-sings-kishore-kumar-classic-at-delhi-brics-gala","India","2026-09-13T17:10:08.000Z",39,"Malaysia PM Anwar Ibrahim sings Kishore Kumar classic at Delhi BRICS gala","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/manjeet-kaurs-final-video-shows-they-set-me-on-fire-first-arrest-made.md","manjeet-kaurs-final-video-shows-they-set-me-on-fire-first-arrest-made","India","2026-09-13T01:10:10.000Z",90,"Manjeet Kaur’s Final Video Shows ‘They Set Me On Fire’, First Arrest Made","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/india/mazda-art-festival-showcases-indias-rich-and-varied-artistic-diversity.md","mazda-art-festival-showcases-indias-rich-and-varied-artistic-diversity","India","2026-09-20T11:30:25.000Z",43,"Mazda Art Festival Showcases India's Rich and Varied Artistic Diversity","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/india/mecl-signs-mou-with-nbcc-to-renovate-and-upgrade-nagpur-corporate-headquarters.md","mecl-signs-mou-with-nbcc-to-renovate-and-upgrade-nagpur-corporate-headquarters","India","2026-09-12T01:10:10.000Z",91,"MECL signs MoU with NBCC to renovate and upgrade Nagpur corporate headquarters","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/modi-calls-on-brics-business-council-to-cut-trade-barriers-boost-startups.md","modi-calls-on-brics-business-council-to-cut-trade-barriers-boost-startups","India","2026-09-12T03:10:10.000Z",101,"Modi Calls on BRICS Business Council to Cut Trade Barriers, Boost Startups","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/modi-greets-ethiopias-abiy-ahmed-at-new-delhis-bharat-mandapam-during-brics-2026.md","modi-greets-ethiopias-abiy-ahmed-at-new-delhis-bharat-mandapam-during-brics-2026","India","2026-09-12T21:10:10.000Z",50,"Modi greets Ethiopia's Abiy Ahmed at New Delhi's Bharat Mandapam during BRICS 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/modi-to-hand-out-51000-government-job-letters-at-20th-rozgar-mela.md","modi-to-hand-out-51000-government-job-letters-at-20th-rozgar-mela","India","2026-09-19T20:30:26.000Z",70,"Modi to Hand Out 51,000+ Government Job Letters at 20th Rozgar Mela","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/india/modi-xi-meet-in-new-delhi-emphasize-border-peace-at-brics-2026.md","modi-xi-meet-in-new-delhi-emphasize-border-peace-at-brics-2026","India","2026-09-13T02:10:09.000Z",88,"Modi, Xi Meet in New Delhi, Emphasize Border Peace at BRICS 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
