URL,title,current_word_count,indexed_status,clicks,impressions,CTR,average_position,top_query,query_overlap,current_classification,recommended_next_action,confidence,evidence_source
"https://thesamachardaily.in/articles/india/actress-samantha-ruth-prabhu-dons-gold-kanjivaram-at-traditional-baby-shower/","Actress Samantha Ruth Prabhu dons gold Kanjivaram at traditional baby shower","82","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/ar-rahman-urges-filmmakers-to-spotlight-kashmirs-peace-and-natural-splendor/","A.R. Rahman urges filmmakers to spotlight Kashmir’s peace and natural splendor","115","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/balcony-privacy-woes-in-indian-apartments-six-plants-offer-a-natural-screen/","Balcony privacy woes in Indian apartments? Six plants offer a natural screen","91","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/banaganapalle-mangoes-deccans-golden-benishan-traced-to-historic-orchards/","Banaganapalle Mangoes: Deccan’s Golden Benishan Traced to Historic Orchards","66","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bdls-asraam-assembly-integration-and-testing-facility-now-fully-operational/","BDL’s ASRAAM Assembly, Integration and Testing Facility Now Fully Operational","65","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bengaluru-police-seize-illegal-mobile-phones-in-jail-arrest-nine/","Bengaluru Police Seize Illegal Mobile Phones in Jail, Arrest Nine","83","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bjp-and-congress-spar-over-brics-declaration-each-citing-nehrus-legacy/","BJP and Congress spar over BRICS declaration, each citing Nehru's legacy","93","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bjp-chief-nitin-nabin-expresses-displeasure-over-3-delhi-mps-visiting-sajjan-kumars-r/","BJP chief Nitin Nabin rebukes three Delhi MPs for visiting Sajjan Kumar’s home","112","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bjp-launches-fiveday-karnataka-padayatra-to-contest-twostanza-vande-mataram-limit/","BJP launches five‑day Karnataka padayatra to contest two‑stanza Vande Mataram limit","75","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bjp-mla-payal-shankar-slams-telangana-govt-over-fee-dues-land-disputes/","BJP MLA Payal Shankar slams Telangana govt over fee dues, land disputes","104","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/bjps-nitin-nabin-calls-for-nationwide-ashirvaad-ka-diya-on-pm-modis-birthday/","BJP’s Nitin Nabin Calls for Nationwide ‘Ashirvaad Ka Diya’ on PM Modi’s Birthday","121","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/borders-and-belonging/","Filmmaker Gurvinder Singh on 'Rehmat' and his enduring ties to Punjab","138","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/canada-sees-cepa-talks-with-india-wrapping-up-by-yearend-trade-minister-says/","Canada sees CEPA talks with India wrapping up by year‑end, trade minister says","50","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/china-expels-pla-commander-who-led-troops-against-india-in-doklam-galwan/","China strips former Western Theatre chief Zhao Zongqi of Party membership","124","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/cjp-founder-dipke-urges-maharashtra-to-engage-jarange-warns-against-forceful-action/","CJP founder Dipke urges Maharashtra to engage Jarange, warns against forceful action","91","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/coca-cola-india-launches-festive-season-beverage-drive-to-reach-consumers/","Coca-Cola India Launches Festive-Season Beverage Drive to Reach Consumers","82","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/colombo-security-conclave-wraps-three-day-tabletop-drill-at-visakhapatnam-naval-base/","Colombo Security Conclave Wraps Three-Day Tabletop Drill at Visakhapatnam Naval Base","42","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/complex-social-challenges-demand-multisector-collaboration-pratham-shows/","Complex Social Challenges Demand Multi‑Sector Collaboration, Pratham Shows","95","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/congress-and-bjp-clash-over-brics-summit-declarations-diplomatic-impact/","Congress and BJP Clash Over BRICS Summit Declaration's Diplomatic Impact","54","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/congress-mulls-response-after-nsui-loses-all-dusu-central-seats/","Congress Mulls Response After NSUI Loses All DUSU Central Seats","59","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/congresss-udit-raj-urges-indiachina-talks-on-aksai-chin-ladakh-arunachal-and-trade/","Congress’s Udit Raj urges India‑China talks on Aksai Chin, Ladakh, Arunachal and trade","146","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/deeptech-draws-574-million-in-2026-capturing-84-of-indias-vc-capital/","Deeptech draws $574 million in 2026, capturing 84% of India's VC capital","80","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/delhi-govt-to-inaugurate-slew-of-civic-infra-projects-during-pm-modis-birthday-celebr/","Delhi govt to inaugurate dozens of civic projects on PM Modi’s birthday","148","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/delhi-high-court-threatens-to-freeze-dusu-results-over-campus-violence-summons-du-pol/","Delhi High Court threatens to freeze DUSU results over campus violence, summons DU, police","97","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/delhis-roll-revision-omits-4757-lakh-voters-karnataka-elite-flagged-for-verification/","Delhi’s Roll Revision Omits 47.57 Lakh Voters; Karnataka Elite Flagged for Verification","119","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/dhruv-vikram-steps-into-stunt-double-role-for-mythris-jackie-no-retakes-allowed/","Dhruv Vikram steps into stunt double role for Mythri’s ‘Jackie – No Retakes Allowed’","143","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/digitalisation-boosts-indian-welfare-transfers-raises-exclusion-concerns-study-finds/","Digitalisation Boosts Indian Welfare Transfers, Raises Exclusion Concerns, Study Finds","80","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/dotasra-accuses-bjp-of-fencing-independents-following-sikar-civic-polls/","Dotasra Accuses BJP of Fencing Independents Following Sikar Civic Polls","100","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/dragon-fruit-surges-in-indian-kitchens-offering-lowcalorie-fibrerich-nutrition/","Dragon fruit surges in Indian kitchens, offering low‑calorie, fibre‑rich nutrition","95","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/ed-raid-recovers-gold-watches-harish-rawat-steps-down-from-congress-posts/","ED raid recovers gold, watches; Harish Rawat steps down from Congress posts","65","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/ed-says-rs-1413160-cr-asset-recovery-wont-shield-vijay-mallya-from-moneylaundering-ca/","ED says Rs 14,131.60 cr asset recovery won’t shield Vijay Mallya from money‑laundering case","123","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/ed-sheeran-labels-gaza-conflict-catastrophic-and-unjustifiable-at-philadelphia-show/","Ed Sheeran Labels Gaza Conflict ‘Catastrophic and Unjustifiable’ at Philadelphia Show","52","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/epstein-files-doj-risks-contempt-as-todd-blanche-cites-wrong-law-in-federal-register/","DOJ Faces Contempt Risk After Mis‑citing Law in Epstein Files Filing","148","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/exbengaluru-resident-cites-traffic-hard-water-bad-roads-yet-misses-one-thing-about-th/","Ex‑Bengaluru resident cites traffic, hard water, bad roads, yet misses one thing about the city","63","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/filatex-india-surges-125-to-record-high-on-strong-volume-eyes-100-target/","Filatex India surges 12.5% to record high on strong volume, eyes 100 target","109","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/final-fight-for-maratha-quota-manoj-jarange-begins-11th-hunger-strike-rejects-govts-k/","Manoj Jarange launches 11th hunger strike, rejects govt's Kunbi certificate claim on Maratha quota","140","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/five-baby-orangutans-found-in-odisha-forest-highlight-growing-wildlife-trafficking/","Five Baby Orangutans Found in Odisha Forest Highlight Growing Wildlife Trafficking","95","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/five-everyday-foods-packed-with-vitamin-b12-one-likely-already-in-your-fridge/","Five Everyday Foods Packed with Vitamin B12, One Likely Already in Your Fridge","114","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/forgotten-trailblazers-sulochana-and-pramilas-pioneering-bollywood-legacy/","Forgotten Trailblazers: Sulochana and Pramila’s Pioneering Bollywood Legacy","51","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/ganesh-chaturthi-sparks-debate-over-elephant-faced-deity-worship/","Ganesh Chaturthi Sparks Debate Over Elephant-Faced Deity Worship","79","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/gangster-kala-jathedi-returns-to-tihar-jail-after-sonipat-parole/","Gangster Kala Jathedi Returns to Tihar Jail After Sonipat Parole","63","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/haiwaan-opens-to-tepid-response-nets-3-crore-on-day-one-despite-star-cast/","Haiwaan opens to tepid response, nets ₹3 crore on day one despite star cast","47","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/hammer-unveils-wave-2-20w-rms-tws-speaker-with-dual-66mm-drivers-rgb-light-bluetooth/","HAMMER Unveils Wave 2: 20W RMS TWS Speaker with Dual 66mm Drivers, RGB Light, Bluetooth 6.0","77","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/hindi-diwas-in-mandi-showcases-student-talent-and-languages-growing-digital-role/","Hindi Diwas in Mandi Showcases Student Talent and Language’s Growing Digital Role","101","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/hockey-india-announces-50-lakh-cash-award-for-womens-hockey-team-on-historic-5th-plac/","Hockey India grants ₹50 lakh to women’s team for historic World Cup fifth‑place finish","113","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/hyderabad-man-defrauded-of-rs-35-crore-in-extended-dating-app-scam/","Hyderabad Man Defrauded of Rs 3.5 Crore in Extended Dating App Scam","54","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/hyderabad-swelters-as-monsoon-heat-spikes-power-demand-past-4000mw/","Hyderabad swelters as monsoon heat spikes power demand past 4,000MW","141","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/imd-flags-deep-depression-likely-over-bay-of-bengal-odisha-alert-issued/","IMD Flags Deep Depression Likely Over Bay of Bengal, Odisha Alert Issued","63","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-accelerates-into-highgrowth-phase-of-global-electric-vehicle-market/","India Accelerates Into High‑Growth Phase of Global Electric Vehicle Market","69","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-launches-18th-brics-summit-at-new-delhis-bharat-mandapam-on-sept-12/","India Launches 18th BRICS Summit at New Delhi’s Bharat Mandapam on Sept 12","89","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-leads-swedish-business-climate-survey-tops-40-global-markets/","India Leads Swedish Business Climate Survey, Tops 40+ Global Markets","85","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-lifts-2000-upi-fee-exemption-reopens-mdr-for-select-merchants/","India lifts ₹2,000 UPI fee exemption, reopens MDR for select merchants","86","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-news-relief-as-stranded-maharashtra-citizens-return-from-flood-hit-nepal-expres/","Maharashtra Citizens Rescued from Nepal Floods Praise State and Centre for Swift Action","118","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-pushes-for-shared-brics-satellite-network-at-2026-summit/","India pushes for shared BRICS satellite network at 2026 summit","58","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-renegotiates-mauritius-singapore-cyprus-treaties-to-reclaim-capital-gains-tax/","India renegotiates Mauritius, Singapore, Cyprus treaties to reclaim capital gains tax","96","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-u-19-defeats-australia-by-7-runs-in-rain-affected-thriller-at-rajkot/","India U-19 Defeats Australia by 7 Runs in Rain-Affected Thriller at Rajkot","79","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/india-us-yudh-abhyas-2026-kicks-off-with-joint-drills-and-indigenous-rampur-hounds/","India-US Yudh Abhyas 2026 Kicks Off with Joint Drills and Indigenous Rampur Hounds","105","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/indian-origin-anila-baby-arrested-in-california-for-murders-of-two-malayali-friends/","Indian-origin Anila Baby arrested in California for murders of two Malayali friends","38","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/indian-parents-turn-to-vedic-scriptures-for-distinctive-baby-boy-names/","Indian Parents Turn to Vedic Scriptures for Distinctive Baby Boy Names","97","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
